Price,Close,High,Low,Open,Volume,MA_20,Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2019-01-02,37.617855072021484,37.839390685649526,36.738865845414956,36.896084198987076,148158800,,
2019-01-03,33.87083435058594,34.71170924937219,33.8255741979129,34.29722555279616,365248800,,-0.09960750591073486
2019-01-04,35.316749572753906,35.385831992384595,34.25434294148728,34.42823392525828,234428400,,0.04268909372594054
2019-01-07,35.238155364990234,35.45254503587292,34.75459276161484,35.421576790854516,219111200,,-0.0022254088701386676
2019-01-08,35.90989685058594,36.16478144522651,35.37869342403088,35.62642842655381,164101200,,0.019062901523587916
2019-01-09,36.519718170166016,36.81033262099665,35.643113268150785,36.03853633005405,180396400,,0.016981984719071308
2019-01-10,36.636436462402344,36.67693143634063,35.93610349421872,36.32676495224882,143122800,,0.0031960348569086694
2019-01-11,36.276729583740234,36.612604058869536,36.090927455960006,36.41727520123071,108092800,,-0.009818282382110355
2019-01-14,35.73125076293945,36.03377637046816,35.54544854975383,35.933729304504425,129756800,,-0.0150366041002018
2019-01-15,36.46255111694336,36.538775893087994,35.74316093670541,35.79556706051702,114843600,,0.02046668779818961
2019-01-16,36.90800094604492,37.13191736820857,36.445876182817116,36.46493328627474,122278800,,0.01221663913950799
2019-01-17,37.12714385986328,37.5559195046028,36.50780085804286,36.73171723000517,119284800,,0.005937544927960836
2019-01-18,37.3558235168457,37.60832370736827,37.15572580295646,37.51780339953194,135004000,,0.00615936571489506
2019-01-22,36.517333984375,37.334386728093314,36.35535044644679,37.258161960363196,121576000,,-0.022446019215520252
2019-01-23,36.66500473022461,36.95561901725742,36.13618224954317,36.71979159702859,92522400,,0.004043853418017607
2019-01-24,36.37441635131836,36.798426947238205,36.145738358007364,36.71029101593825,101766000,,-0.007925496833952494
2019-01-25,37.57973861694336,37.66787815610995,36.760305150477386,37.03662400515112,134142000,,0.0331365389889291
2019-01-28,37.23196029663086,37.239106255286785,36.603090491516575,37.1104717299393,104768400,,-0.00925441030491092
2019-01-29,36.8460578918457,37.66787943003454,36.710281051690714,37.22004666542963,166348800,,-0.01036481565060321
2019-01-30,39.363922119140625,39.57830813819607,38.16811541887493,38.88750551255496,244439200,36.57747898101807,0.06833469769508627
2019-01-31,39.64739227294922,40.257204973829765,39.199559480528016,39.56878309333675,162958400,36.67895584106445,0.00720126802788168
2019-02-01,39.666446685791016,40.25243706170224,39.52590102795281,39.77125891817062,130672400,36.968736457824704,0.0004805968753409662
2019-02-04,40.793174743652344,40.89084102706236,39.84748742377698,39.87845566846077,125982000,37.24255771636963,0.028405066548724545
2019-02-05,41.491111755371094,41.705501363894136,41.05519385105682,41.176678751547904,144406400,37.555205535888675,0.017109161424788466
2019-02-06,41.50540542602539,41.822222824297604,41.17429611478544,41.60306804289466,112958400,37.834980964660645,0.0003444995819483765
2019-02-07,40.71932601928711,41.43395089534404,40.57639959016769,41.06710809016357,126966800,38.0449613571167,-0.018939205596709585
2019-02-08,40.76717758178711,40.82698507064589,40.2911086563418,40.42747148311235,95280000,38.25149841308594,0.001175156054334936
2019-02-11,40.53273010253906,40.95856278685329,40.48967046219642,40.920285117420185,83973600,38.46429843902588,-0.005750888169231194
2019-02-12,40.88199996948242,40.90831540610889,40.597315786984844,40.693009943062364,89134000,38.721835899353025,0.008616983510851162
2019-02-13,40.71214294433594,41.26237244865827,40.649944483984534,41.001612731729914,89960800,38.93431549072265,-0.004154812026644472
2019-02-14,40.860469818115234,40.97051353375331,40.52076378013357,40.599710089365466,87342800,39.13193893432617,0.0036433079433351168
2019-02-15,40.769561767578125,41.07577576743532,40.609278162212156,40.968123035515944,98507200,39.314059829711915,-0.002224841049106252
2019-02-19,40.89156723022461,41.01357682194491,40.54707922219934,40.59971009502795,75891200,39.49084701538086,0.002992562523532083
2019-02-20,41.15471267700195,41.46332124175145,40.90591522783312,40.95376046993967,104457600,39.72271595001221,0.006435200815263498
2019-02-21,40.922672271728516,41.23606290385882,40.74085883448169,41.09970373851349,68998800,39.9355993270874,-0.005638246270714631
2019-02-22,41.37961196899414,41.38678857671853,40.99923715816156,41.047082426444156,75652800,40.18585910797119,0.011165930079822806
2019-02-25,41.681026458740234,42.07336336758773,41.61404237554862,41.66428226312171,87493600,40.390923500061035,0.00728413040634468
2019-02-26,41.704959869384766,41.93701322542088,41.42745223634123,41.55663846050543,68280800,40.61457347869873,0.0005742039646796648
2019-02-27,41.834136962890625,41.86523802210766,41.3221850553775,41.43701805078238,111341600,40.86397743225098,0.003097403616030947
2019-02-28,41.422664642333984,41.84371169320655,41.367642775589275,41.70256689790694,112861600,40.96691455841064,-0.00983580277804319
2019-03-01,41.85806655883789,41.9011261996357,41.36046780202603,41.69299730172728,103544800,41.07744827270508,0.010511200094523332
2019-03-04,42.06858825683594,42.52312370265589,41.6188347817674,42.03031058866854,109744800,41.19755535125732,0.005029417632133715
2019-03-05,41.99203109741211,42.10446946129772,41.755192142563,42.09011624894793,78949600,41.25749816894531,-0.0018198176500821006
2019-03-06,41.750404357910156,41.98245765954082,41.61165057391955,41.7862873837876,83241600,41.27046279907226,-0.005754109367594795
2019-03-07,41.26715850830078,41.7312651068863,41.15232917629115,41.59490230920846,99185600,41.25855045318603,-0.011574638785931124
2019-03-08,41.36524963378906,41.40352730012009,40.549474665610056,40.745644967787186,95997600,41.29084663391113,0.0023769779416373815
2019-03-11,42.79823684692383,42.85086772826256,41.94897343970943,41.98246548689231,128044000,41.392399597167966,0.03464229578743394
2019-03-12,43.27909469604492,43.700138128602354,42.91067849849249,43.0613945475239,129870400,41.52971782684326,0.011235459321396135
2019-03-13,43.47047424316406,43.850848973774454,43.281480545321195,43.59965680531806,124130000,41.659141540527344,0.004421985914059068
2019-03-14,43.95371627807617,44.04223383897426,43.673817683619376,43.99438493022536,94318000,41.82122020721435,0.01111655769405595
2019-03-15,44.52547836303711,44.814948216738216,43.95611354846151,44.22165894635413,156171600,42.004470634460446,0.013008276281888165
2019-03-18,44.98000717163086,45.06852106720787,44.446521862203355,44.44891649745156,104879200,42.214992904663085,0.010208285801845074
2019-03-19,44.62356185913086,45.21206913671903,44.47763144499765,45.05896211618249,126585600,42.4015926361084,-0.007924527693824235
2019-03-20,45.01350784301758,45.331684111556115,44.19294722407938,44.55179214569076,124140800,42.59453239440918,0.00873856697315456
2019-03-21,46.67136764526367,46.968014081984975,45.40823386690065,45.458473759949264,204136800,42.88196716308594,0.036830273437648886
2019-03-22,45.70488357543945,47.293370328630736,45.64029046556991,46.731178474942794,169630800,43.0982307434082,-0.02070828687023274
2019-03-25,45.15225601196289,45.927358609615716,44.64030413374622,45.814920256190476,175381200,43.27179222106933,-0.012091214772802283
2019-03-26,44.68575668334961,46.142669720394025,44.157060586216474,45.85080891595458,199202000,43.42083206176758,-0.010331694799251778
2019-03-27,45.08766174316406,45.396266723051546,44.628340750814054,45.154645826401016,119393600,43.58350830078125,0.008994030528842067
2019-03-28,45.14747619628906,45.34842847704672,44.8627919733694,45.2024980623719,83121600,43.76974887847901,0.00132662575109177
2019-03-29,45.44171905517578,45.47282011048234,45.10440401800944,45.41301263511349,94256000,43.948931503295896,0.006517371150658091
2019-04-01,45.750328063964844,45.855586155213935,45.066130393873266,45.84601856523079,111448000,44.133018493652344,0.00679131457184412
2019-04-02,46.41539001464844,46.52065176331116,45.704876861533926,45.71444445215832,91062800,44.35418643951416,0.014536768998765437
2019-04-03,46.73355484008789,47.008667720292465,46.20724622522316,46.231170671483554,93087200,44.60334396362305,0.006854726963169799
2019-04-04,46.814903259277344,46.97757785142085,46.2048662380215,46.599594142761774,76457200,44.880731201171876,0.0017406854554036233
2019-04-05,47.128292083740234,47.152216534789176,46.87231432887972,46.996714903688506,74106400,45.168883323669434,0.006694210660379563
2019-04-08,47.86989974975586,47.90099715145855,46.97039307784972,46.98953190601349,103526800,45.42246646881104,0.015735933411248793
2019-04-09,47.72636795043945,48.527789624287095,47.66177485141358,47.922538232533284,143072800,45.64483013153076,-0.0029983726739920558
2019-04-10,47.994300842285156,48.02301091221339,47.41057930864462,47.5301942573297,86781200,45.87102146148682,0.005613938444340327
2019-04-11,47.594791412353516,48.08521347387526,47.47278546841466,48.04933044635173,83603200,46.05307521820068,-0.008324101464556644
2019-04-12,47.575653076171875,47.879476097016486,46.93930426252386,47.654599387904355,111042800,46.20558395385742,-0.00040210988668543113
2019-04-15,47.66176986694336,47.810094880689405,47.369909109700444,47.50627189889882,70146400,46.33967208862305,0.0018101021258416505
2019-04-16,47.66655349731445,48.17371967381364,47.5014842963781,47.71679337817441,102785600,46.491821670532225,0.00010036619253650514
2019-04-17,48.59477233886719,48.654579815816376,47.513452133525476,47.73593419560427,115627200,46.670884895324704,0.01947316878290839
2019-04-18,48.76941680908203,48.838791887081165,48.44884955837286,48.59238533537911,96783200,46.775787353515625,0.0035938941949762437
2019-04-22,48.9296875,49.027772627759255,48.40577347407819,48.52299743045083,77758000,46.937027549743654,0.0032862950062615415
2019-04-23,49.63542556762695,49.70001867175577,48.77898196787563,48.90577354056907,93292000,47.16118602752685,0.01442351471439407
2019-04-24,49.55886459350586,49.874646148239904,49.53254915974815,49.60670984114939,70162400,47.40484142303467,-0.0015424663583629705
2019-04-25,49.1091194152832,49.70240861567944,49.07084175064887,49.47992653441548,74172800,47.60591430664063,-0.009074969370496677
2019-04-26,48.87466812133789,49.04212831722745,48.35314505372925,49.01820386766102,74596400,47.792273902893065,-0.00477408873823848
2019-04-29,48.94882583618164,49.274178618619544,48.769403426389225,48.89858595528212,88818800,47.96762924194336,0.001517303701370265
